Event,Key/Mouse,Timestamp
MouseMove,"Move to (719, 573)",33.305217
MouseMove,"Move to (720, 572)",33.32184
MouseMove,"Move to (721, 572)",33.328643
MouseMove,"Move to (721, 572)",33.337309
MouseMove,"Move to (722, 571)",33.345305
MouseMove,"Move to (723, 571)",33.353021
MouseMove,"Move to (723, 571)",33.359939
MouseMove,"Move to (724, 571)",33.365736
MouseMove,"Move to (725, 571)",33.377193
MouseMove,"Move to (726, 571)",33.385282
MouseMove,"Move to (726, 571)",33.408281
MouseMove,"Move to (727, 571)",33.464006
MouseMove,"Move to (728, 571)",33.480139
MouseMove,"Move to (728, 570)",33.490396
MouseMove,"Move to (729, 570)",33.497037
MouseMove,"Move to (730, 570)",33.503981
MouseMove,"Move to (731, 570)",33.512834
MouseMove,"Move to (732, 570)",33.520458
MouseMove,"Move to (733, 570)",33.52964
MouseMove,"Move to (734, 570)",33.536983
MouseMove,"Move to (734, 570)",33.544749
MouseMove,"Move to (735, 569)",33.551368
MouseMove,"Move to (736, 569)",33.559843
MouseMove,"Move to (736, 569)",33.5693
MouseMove,"Move to (737, 569)",33.576891
MouseMove,"Move to (738, 569)",33.586244
MouseMove,"Move to (739, 568)",33.593246
MouseMove,"Move to (741, 568)",33.59985
MouseMove,"Move to (742, 568)",33.60829
MouseMove,"Move to (743, 567)",33.617081
MouseMove,"Move to (745, 567)",33.625102
MouseMove,"Move to (747, 566)",33.632113
MouseMove,"Move to (748, 565)",33.641147
MouseMove,"Move to (749, 565)",33.648536
MouseMove,"Move to (750, 565)",33.657231
KeyPress,a,33.660654
MouseMove,"Move to (751, 564)",33.665497
MouseMove,"Move to (752, 563)",33.67326
MouseMove,"Move to (753, 562)",33.681291
MouseMove,"Move to (753, 562)",33.689308
MouseMove,"Move to (755, 560)",33.697134
MouseMove,"Move to (756, 558)",33.705328
MouseMove,"Move to (758, 557)",33.713988
MouseMove,"Move to (759, 554)",33.720998
MouseMove,"Move to (759, 551)",33.72892
MouseMove,"Move to (760, 547)",33.732656
MouseMove,"Move to (762, 533)",33.780172
MouseMove,"Move to (762, 530)",33.780172
MouseMove,"Move to (762, 527)",33.793362
MouseMove,"Move to (762, 526)",33.800683
MouseMove,"Move to (762, 524)",33.807559
MouseMove,"Move to (762, 521)",33.815428
MouseMove,"Move to (762, 520)",33.82326
MouseMove,"Move to (762, 517)",33.831686
MouseMove,"Move to (763, 515)",33.840622
MouseMove,"Move to (763, 514)",33.849035
MouseMove,"Move to (763, 512)",33.85768
MouseMove,"Move to (763, 511)",33.864159
MouseMove,"Move to (764, 510)",33.871058
MouseMove,"Move to (764, 508)",33.880041
MouseMove,"Move to (764, 508)",33.889014
MouseMove,"Move to (765, 507)",33.892711
MouseMove,"Move to (765, 505)",33.905912
MouseMove,"Move to (765, 505)",33.91247
MouseMove,"Move to (765, 504)",33.919923
MouseMove,"Move to (766, 503)",33.928583
MouseMove,"Move to (767, 502)",33.937009
MouseMove,"Move to (767, 501)",33.944804
MouseMove,"Move to (768, 500)",33.95401
MouseMove,"Move to (768, 498)",33.961469
MouseMove,"Move to (769, 496)",33.969867
MouseMove,"Move to (770, 494)",33.977449
MouseMove,"Move to (771, 494)",33.985248
MouseMove,"Move to (771, 492)",33.991883
MouseMove,"Move to (772, 491)",34.001101
MouseMove,"Move to (773, 490)",34.008596
MouseMove,"Move to (774, 489)",34.017025
MouseMove,"Move to (774, 488)",34.024951
MouseMove,"Move to (774, 488)",34.033559
MouseMove,"Move to (775, 487)",34.04084
MouseMove,"Move to (776, 487)",34.089288
MouseMove,"Move to (777, 487)",34.105852
MouseMove,"Move to (777, 487)",34.109864
MouseMove,"Move to (778, 487)",34.180084
MouseClick,"Pressed Button.left at (778, 487)",34.189806
MouseMove,"Move to (779, 487)",34.199971
MouseMove,"Move to (779, 487)",34.208363
MouseMove,"Move to (780, 487)",34.217672
MouseClick,"Pressed Button.right at (780, 487)",34.21869
MouseMove,"Move to (782, 488)",34.225283
MouseMove,"Move to (783, 490)",34.232822
MouseMove,"Move to (783, 492)",34.241102
MouseMove,"Move to (785, 493)",34.249159
MouseMove,"Move to (786, 495)",34.25773
MouseMove,"Move to (787, 496)",34.309802
MouseMove,"Move to (788, 495)",34.336735
MouseMove,"Move to (788, 494)",34.342675
MouseMove,"Move to (788, 492)",34.350328
MouseMove,"Move to (788, 491)",34.36032
MouseMove,"Move to (788, 489)",34.366311
MouseMove,"Move to (789, 487)",34.37724
MouseMove,"Move to (790, 484)",34.385527
MouseMove,"Move to (791, 483)",34.392723
MouseMove,"Move to (792, 482)",34.401357
MouseMove,"Move to (792, 481)",34.40888
MouseMove,"Move to (793, 481)",34.416968
MouseMove,"Move to (794, 481)",34.433505
MouseMove,"Move to (795, 481)",34.441207
MouseMove,"Move to (795, 481)",34.447173
MouseMove,"Move to (796, 481)",34.455829
MouseMove,"Move to (797, 481)",34.463197
MouseMove,"Move to (797, 481)",34.470412
MouseMove,"Move to (798, 480)",34.481287
MouseMove,"Move to (799, 480)",34.489062
MouseMove,"Move to (800, 480)",34.504298
MouseMove,"Move to (800, 480)",34.524868
MouseMove,"Move to (801, 480)",34.543724
MouseMove,"Move to (802, 480)",34.550954
MouseMove,"Move to (802, 480)",34.560267
MouseMove,"Move to (803, 480)",34.564873
MouseMove,"Move to (804, 480)",34.572923
MouseMove,"Move to (806, 483)",34.585239
MouseMove,"Move to (807, 487)",34.592771
MouseMove,"Move to (809, 493)",34.600906
MouseMove,"Move to (811, 498)",34.608719
MouseMove,"Move to (814, 504)",34.617249
MouseMove,"Move to (816, 510)",34.625104
MouseMove,"Move to (819, 514)",34.633504
MouseMove,"Move to (821, 517)",34.64112
MouseMove,"Move to (822, 518)",34.647575
MouseMove,"Move to (823, 520)",34.65641
MouseMove,"Move to (823, 521)",34.663973
MouseMove,"Move to (824, 521)",34.671491
MouseMove,"Move to (825, 521)",34.680191
MouseMove,"Move to (825, 521)",34.68916
MouseMove,"Move to (827, 521)",34.697503
MouseMove,"Move to (829, 520)",34.704526
MouseMove,"Move to (830, 517)",34.710177
MouseMove,"Move to (831, 515)",34.720994
MouseMove,"Move to (832, 512)",34.729266
MouseMove,"Move to (832, 508)",34.737515
MouseMove,"Move to (832, 505)",34.742187
MouseMove,"Move to (832, 503)",34.753063
MouseMove,"Move to (832, 500)",34.760049
MouseMove,"Move to (832, 498)",34.768236
MouseMove,"Move to (832, 497)",34.777333
MouseMove,"Move to (832, 496)",34.784841
MouseClick,"Released Button.right at (832, 496)",34.80151
MouseMove,"Move to (832, 495)",34.809035
MouseMove,"Move to (832, 495)",34.815916
MouseMove,"Move to (832, 493)",34.825257
MouseMove,"Move to (832, 493)",34.848825
MouseMove,"Move to (832, 492)",35.040013
MouseClick,"Released Button.left at (832, 492)",35.043574
MouseMove,"Move to (831, 492)",35.089482
MouseMove,"Move to (831, 492)",35.149832
MouseMove,"Move to (830, 491)",35.176837
MouseMove,"Move to (829, 490)",35.208276
MouseMove,"Move to (828, 490)",35.224935
MouseMove,"Move to (828, 490)",35.233602
MouseMove,"Move to (828, 489)",35.248876
MouseMove,"Move to (827, 488)",35.257506
MouseMove,"Move to (827, 487)",35.265124
MouseMove,"Move to (827, 483)",35.272592
MouseMove,"Move to (827, 477)",35.281123
MouseMove,"Move to (827, 467)",35.289675
MouseMove,"Move to (827, 450)",35.293172
MouseMove,"Move to (832, 428)",35.30375
MouseMove,"Move to (837, 405)",35.313182
MouseMove,"Move to (843, 384)",35.320795
MouseMove,"Move to (848, 371)",35.32963
MouseMove,"Move to (850, 362)",35.337018
MouseMove,"Move to (851, 356)",35.345604
MouseMove,"Move to (851, 354)",35.3688
MouseMove,"Move to (851, 353)",35.439988
MouseMove,"Move to (851, 353)",35.455051
MouseMove,"Move to (851, 354)",35.465641
MouseMove,"Move to (851, 356)",35.47391
MouseMove,"Move to (849, 359)",35.481688
MouseMove,"Move to (847, 361)",35.489753
MouseMove,"Move to (847, 362)",35.497238
MouseMove,"Move to (846, 363)",35.505345
MouseMove,"Move to (846, 364)",35.513302
MouseMove,"Move to (845, 364)",35.520215
MouseMove,"Move to (845, 365)",35.537227
MouseMove,"Move to (845, 366)",35.569128
MouseMove,"Move to (845, 367)",35.584984
MouseMove,"Move to (844, 367)",35.702892
MouseMove,"Move to (843, 368)",35.767242
MouseMove,"Move to (843, 369)",35.773606
MouseMove,"Move to (842, 369)",35.78012
MouseMove,"Move to (841, 370)",35.793153
MouseMove,"Move to (840, 372)",35.801123
MouseMove,"Move to (838, 373)",35.808783
MouseMove,"Move to (836, 376)",35.817467
MouseMove,"Move to (834, 380)",35.823439
MouseMove,"Move to (832, 384)",35.832352
MouseMove,"Move to (830, 390)",35.841357
MouseMove,"Move to (826, 396)",35.848671
MouseMove,"Move to (824, 402)",35.857583
MouseMove,"Move to (822, 407)",35.865562
MouseMove,"Move to (820, 413)",35.870707
MouseMove,"Move to (820, 416)",35.880296
MouseMove,"Move to (820, 419)",35.888992
MouseMove,"Move to (819, 421)",35.8973
MouseMove,"Move to (819, 422)",35.90548
MouseMove,"Move to (818, 422)",35.913233
MouseMove,"Move to (818, 423)",35.92095
MouseMove,"Move to (818, 424)",35.924995
MouseMove,"Move to (818, 424)",35.933934
MouseMove,"Move to (817, 425)",35.945392
MouseMove,"Move to (817, 427)",35.953554
MouseMove,"Move to (815, 428)",35.961321
MouseMove,"Move to (815, 431)",35.968657
MouseMove,"Move to (814, 434)",35.976727
MouseMove,"Move to (813, 437)",35.980525
MouseMove,"Move to (812, 439)",35.992807
MouseMove,"Move to (811, 442)",36.001343
MouseMove,"Move to (810, 445)",36.008635
MouseMove,"Move to (809, 448)",36.015109
MouseMove,"Move to (809, 450)",36.025379
MouseMove,"Move to (808, 452)",36.032864
MouseMove,"Move to (808, 454)",36.040929
MouseMove,"Move to (807, 455)",36.044126
MouseMove,"Move to (807, 457)",36.055561
MouseMove,"Move to (807, 458)",36.06393
MouseMove,"Move to (806, 460)",36.072293
MouseMove,"Move to (806, 461)",36.081153
MouseMove,"Move to (806, 462)",36.08864
MouseMove,"Move to (806, 464)",36.097052
MouseMove,"Move to (806, 466)",36.105475
MouseMove,"Move to (805, 467)",36.112717
MouseMove,"Move to (804, 470)",36.121301
MouseMove,"Move to (802, 473)",36.128549
MouseMove,"Move to (801, 477)",36.133257
MouseMove,"Move to (800, 480)",36.142297
MouseMove,"Move to (799, 483)",36.15136
MouseMove,"Move to (798, 486)",36.161631
MouseMove,"Move to (798, 489)",36.169211
MouseMove,"Move to (797, 491)",36.17694
MouseMove,"Move to (797, 492)",36.185131
MouseMove,"Move to (797, 492)",36.257723
MouseMove,"Move to (797, 491)",36.264954
MouseMove,"Move to (797, 489)",36.272855
MouseMove,"Move to (798, 486)",36.281365
MouseMove,"Move to (799, 484)",36.288598
MouseMove,"Move to (800, 481)",36.297363
MouseMove,"Move to (801, 477)",36.304859
MouseMove,"Move to (802, 473)",36.310092
MouseMove,"Move to (803, 468)",36.320759
MouseMove,"Move to (803, 464)",36.329905
MouseMove,"Move to (804, 459)",36.334988
MouseMove,"Move to (805, 455)",36.345832
MouseMove,"Move to (806, 450)",36.352837
MouseMove,"Move to (806, 446)",36.361262
MouseMove,"Move to (806, 442)",36.36966
MouseMove,"Move to (807, 439)",36.377541
MouseMove,"Move to (807, 437)",36.384643
MouseMove,"Move to (807, 434)",36.393303
MouseMove,"Move to (807, 433)",36.401068
MouseMove,"Move to (807, 431)",36.404867
MouseMove,"Move to (807, 430)",36.417334
MouseMove,"Move to (807, 429)",36.428749
MouseMove,"Move to (807, 429)",36.433249
MouseMove,"Move to (807, 428)",36.560818
MouseMove,"Move to (807, 427)",36.569222
MouseMove,"Move to (807, 427)",36.57713
MouseMove,"Move to (807, 425)",36.585245
MouseMove,"Move to (807, 424)",36.591821
MouseMove,"Move to (807, 423)",36.601035
MouseMove,"Move to (807, 420)",36.608801
MouseMove,"Move to (807, 419)",36.617485
MouseMove,"Move to (807, 416)",36.621622
MouseMove,"Move to (807, 414)",36.633379
MouseMove,"Move to (807, 413)",36.641563
MouseMove,"Move to (807, 411)",36.64938
MouseMove,"Move to (807, 410)",36.656691
MouseMove,"Move to (807, 409)",36.697358
MouseMove,"Move to (807, 409)",36.953038
MouseMove,"Move to (807, 408)",36.969199
MouseMove,"Move to (807, 407)",36.979888
MouseMove,"Move to (807, 407)",36.980527
MouseMove,"Move to (807, 405)",36.992179
MouseMove,"Move to (807, 404)",37.001403
MouseMove,"Move to (807, 402)",37.00846
MouseMove,"Move to (807, 400)",37.017291
MouseMove,"Move to (806, 399)",37.023726
MouseMove,"Move to (806, 397)",37.032919
MouseMove,"Move to (805, 396)",37.041037
MouseMove,"Move to (805, 396)",37.049733
MouseMove,"Move to (804, 394)",37.056963
MouseMove,"Move to (804, 393)",37.065099
MouseMove,"Move to (804, 393)",37.073427
MouseMove,"Move to (804, 392)",37.079902
MouseMove,"Move to (804, 391)",37.08895
MouseMove,"Move to (803, 391)",37.097255
MouseMove,"Move to (803, 389)",37.105272
MouseMove,"Move to (802, 387)",37.113334
MouseMove,"Move to (801, 386)",37.12111
MouseMove,"Move to (801, 383)",37.128373
MouseMove,"Move to (800, 380)",37.136847
MouseMove,"Move to (799, 379)",37.140129
MouseMove,"Move to (798, 376)",37.150023
MouseMove,"Move to (798, 374)",37.161526
MouseMove,"Move to (798, 372)",37.169214
MouseMove,"Move to (797, 371)",37.175074
MouseMove,"Move to (797, 369)",37.18523
MouseMove,"Move to (796, 368)",37.192864
MouseMove,"Move to (795, 368)",37.233113
MouseMove,"Move to (795, 367)",37.289223
MouseMove,"Move to (794, 366)",37.305155
MouseMove,"Move to (793, 366)",37.321796
MouseMove,"Move to (793, 365)",37.329159
MouseMove,"Move to (792, 364)",37.337203
MouseMove,"Move to (792, 363)",37.345438
MouseMove,"Move to (791, 361)",37.35344
MouseMove,"Move to (791, 359)",37.359895
MouseMove,"Move to (790, 358)",37.369073
MouseMove,"Move to (790, 356)",37.377314
MouseMove,"Move to (790, 355)",37.384578
MouseMove,"Move to (789, 354)",37.391807
MouseMove,"Move to (789, 353)",37.400786
MouseMove,"Move to (789, 352)",37.409158
MouseMove,"Move to (788, 352)",37.417406
MouseMove,"Move to (788, 351)",37.564125
MouseMove,"Move to (788, 350)",37.577505
MouseMove,"Move to (788, 349)",37.585747
MouseMove,"Move to (788, 349)",37.594801
MouseMove,"Move to (787, 348)",37.601034
MouseMove,"Move to (787, 347)",37.609215
MouseMove,"Move to (787, 347)",37.617005
MouseMove,"Move to (787, 346)",37.625019
MouseMove,"Move to (787, 345)",37.640445
MouseMove,"Move to (787, 344)",37.654295
MouseMove,"Move to (787, 344)",37.71028
MouseMove,"Move to (787, 343)",37.724279
MouseMove,"Move to (787, 342)",37.760132
MouseMove,"Move to (787, 342)",37.959785
MouseMove,"Move to (787, 343)",37.963847
MouseMove,"Move to (787, 344)",37.969882
MouseMove,"Move to (787, 346)",37.98002
MouseMove,"Move to (787, 347)",37.992223
MouseMove,"Move to (787, 350)",37.999927
MouseMove,"Move to (786, 352)",38.009901
MouseMove,"Move to (786, 353)",38.014917
MouseMove,"Move to (785, 354)",38.02401
MouseMove,"Move to (785, 355)",38.070364
MouseMove,"Move to (785, 356)",38.080051
MouseMove,"Move to (785, 356)",38.084658
MouseMove,"Move to (785, 357)",38.092214
MouseMove,"Move to (784, 358)",38.105912
MouseMove,"Move to (784, 358)",38.113225
MouseMove,"Move to (784, 359)",38.121525
MouseMove,"Move to (784, 359)",38.192492
MouseMove,"Move to (784, 357)",38.200118
MouseMove,"Move to (784, 354)",38.210264
MouseMove,"Move to (784, 351)",38.210264
MouseMove,"Move to (784, 348)",38.225669
MouseMove,"Move to (784, 345)",38.233294
MouseMove,"Move to (784, 343)",38.241075
MouseMove,"Move to (784, 341)",38.24842
MouseMove,"Move to (784, 341)",38.320721
MouseMove,"Move to (784, 342)",38.334838
MouseMove,"Move to (784, 344)",38.334838
MouseMove,"Move to (784, 346)",38.345478
MouseMove,"Move to (785, 349)",38.349994
MouseMove,"Move to (786, 352)",38.360875
MouseMove,"Move to (787, 354)",38.368642
MouseMove,"Move to (790, 356)",38.376641
MouseMove,"Move to (796, 361)",38.383873
MouseMove,"Move to (806, 368)",38.392482
MouseMove,"Move to (822, 375)",38.399854
MouseMove,"Move to (849, 384)",38.404976
MouseMove,"Move to (893, 397)",38.411495
MouseMove,"Move to (950, 411)",38.424825
MouseMove,"Move to (1759, 495)",38.501168
MouseMove,"Move to (1045, 555)",38.504058
MouseMove,"Move to (1116, 555)",38.511856
MouseMove,"Move to (1183, 555)",38.520326
MouseMove,"Move to (1241, 555)",38.525804
MouseMove,"Move to (1295, 555)",38.536375
MouseMove,"Move to (1337, 552)",38.543329
MouseMove,"Move to (1373, 548)",38.550737
MouseMove,"Move to (1406, 542)",38.560137
MouseMove,"Move to (1431, 539)",38.564078
MouseMove,"Move to (1448, 535)",38.577586
MouseMove,"Move to (1463, 531)",38.584874
MouseMove,"Move to (1477, 528)",38.592472
MouseMove,"Move to (1489, 524)",38.600125
MouseMove,"Move to (1499, 521)",38.607033
MouseMove,"Move to (1508, 519)",38.617242
MouseMove,"Move to (1519, 515)",38.621256
MouseMove,"Move to (1529, 512)",38.633627
MouseMove,"Move to (1541, 508)",38.641411
MouseMove,"Move to (1555, 504)",38.647454
MouseMove,"Move to (1574, 500)",38.655048
MouseMove,"Move to (1601, 492)",38.662037
MouseMove,"Move to (1634, 485)",38.669941
MouseMove,"Move to (1000, 544)",38.680071
MouseMove,"Move to (1047, 535)",38.682595
MouseMove,"Move to (1099, 529)",38.696236
MouseMove,"Move to (1152, 522)",38.703439
MouseMove,"Move to (1201, 513)",38.710232
MouseMove,"Move to (1251, 506)",38.719899
MouseMove,"Move to (1289, 502)",38.724243
MouseMove,"Move to (1321, 500)",38.737455
MouseMove,"Move to (1339, 499)",38.744466
MouseMove,"Move to (1352, 499)",38.752504
MouseMove,"Move to (1358, 499)",38.759882
MouseMove,"Move to (1360, 498)",38.780325
MouseMove,"Move to (1361, 498)",38.800611
MouseMove,"Move to (1361, 498)",38.821333
MouseMove,"Move to (1361, 498)",38.830208
MouseMove,"Move to (1359, 498)",38.840132
MouseMove,"Move to (1357, 498)",38.848571
MouseMove,"Move to (1355, 500)",38.857009
MouseMove,"Move to (1349, 502)",38.864154
MouseMove,"Move to (1342, 505)",38.870961
MouseMove,"Move to (1330, 509)",38.88021
MouseMove,"Move to (1311, 513)",38.884242
MouseMove,"Move to (1275, 517)",38.89738
MouseMove,"Move to (1220, 522)",38.904655
KeyPress,w,38.906171
MouseMove,"Move to (1142, 524)",38.911288
MouseMove,"Move to (1034, 524)",38.919815
MouseMove,"Move to (909, 524)",38.928798
MouseMove,"Move to (761, 524)",38.933876
MouseMove,"Move to (596, 524)",38.940049
MouseMove,"Move to (417, 524)",38.953597
MouseMove,"Move to (229, 524)",38.96017
MouseMove,"Move to (768, 551)",38.967911
MouseMove,"Move to (572, 545)",38.977399
MouseMove,"Move to (383, 536)",38.98526
MouseMove,"Move to (204, 528)",38.992786
MouseMove,"Move to (805, 547)",39.000982
MouseMove,"Move to (669, 541)",39.008891
MouseMove,"Move to (561, 539)",39.015267
MouseMove,"Move to (483, 536)",39.024799
MouseMove,"Move to (432, 536)",39.033005
MouseMove,"Move to (408, 536)",39.039945
MouseMove,"Move to (396, 536)",39.047577
MouseMove,"Move to (393, 536)",39.112604
MouseMove,"Move to (391, 536)",39.12019
MouseMove,"Move to (391, 536)",39.13475
MouseMove,"Move to (391, 536)",39.141511
MouseMove,"Move to (391, 537)",39.150272
MouseMove,"Move to (391, 538)",39.161615
MouseMove,"Move to (391, 539)",39.168227
MouseMove,"Move to (391, 539)",39.175336
MouseMove,"Move to (391, 540)",39.182222
MouseMove,"Move to (391, 541)",39.193195
MouseMove,"Move to (391, 541)",39.200185
MouseMove,"Move to (391, 542)",39.209438
MouseMove,"Move to (392, 543)",39.217415
MouseMove,"Move to (393, 544)",39.223887
MouseMove,"Move to (394, 544)",39.234786
MouseMove,"Move to (394, 545)",39.240535
MouseMove,"Move to (396, 546)",39.246565
MouseMove,"Move to (397, 547)",39.252276
MouseMove,"Move to (399, 547)",39.265812
MouseMove,"Move to (401, 548)",39.272848
MouseMove,"Move to (404, 549)",39.280306
MouseMove,"Move to (406, 550)",39.286714
MouseMove,"Move to (409, 551)",39.293545
MouseMove,"Move to (413, 552)",39.300056
MouseMove,"Move to (418, 553)",39.310084
MouseMove,"Move to (425, 554)",39.32189
MouseMove,"Move to (436, 556)",39.328483
MouseMove,"Move to (447, 557)",39.337386
MouseMove,"Move to (462, 558)",39.343721
MouseMove,"Move to (481, 560)",39.350099
MouseMove,"Move to (503, 560)",39.360225
MouseMove,"Move to (534, 560)",39.369065
MouseMove,"Move to (572, 560)",39.377157
MouseMove,"Move to (613, 562)",39.383417
MouseMove,"Move to (654, 564)",39.393521
MouseMove,"Move to (696, 566)",39.399899
MouseMove,"Move to (735, 570)",39.40573
KeyPress,w,39.413212
MouseMove,"Move to (770, 574)",39.413212
MouseMove,"Move to (799, 578)",39.426654
MouseMove,"Move to (821, 581)",39.432847
MouseMove,"Move to (838, 585)",39.441139
KeyPress,w,39.441139
MouseMove,"Move to (852, 588)",39.447297
MouseMove,"Move to (864, 590)",39.453352
MouseMove,"Move to (874, 593)",39.460182
MouseMove,"Move to (881, 597)",39.469905
MouseMove,"Move to (889, 599)",39.48119
KeyPress,w,39.48119
MouseMove,"Move to (896, 603)",39.488377
MouseMove,"Move to (902, 606)",39.497142
MouseMove,"Move to (907, 608)",39.505263
MouseMove,"Move to (912, 610)",39.511128
KeyPress,w,39.515921
MouseMove,"Move to (917, 613)",39.519867
MouseMove,"Move to (921, 615)",39.522293
MouseMove,"Move to (927, 617)",39.536042
KeyPress,w,39.543675
MouseMove,"Move to (933, 619)",39.543675
MouseMove,"Move to (939, 623)",39.553373
MouseMove,"Move to (946, 625)",39.559941
MouseMove,"Move to (954, 628)",39.565986
KeyPress,w,39.571708
MouseMove,"Move to (963, 630)",39.571708
MouseMove,"Move to (974, 633)",39.584996
MouseMove,"Move to (984, 635)",39.592233
MouseMove,"Move to (994, 638)",39.599831
KeyPress,w,39.605447
MouseMove,"Move to (1005, 641)",39.605447
MouseMove,"Move to (1015, 643)",39.614586
MouseMove,"Move to (1025, 644)",39.623908
MouseMove,"Move to (1034, 646)",39.633483
MouseMove,"Move to (1042, 647)",39.641216
KeyPress,w,39.6446
MouseMove,"Move to (1048, 647)",39.6485
MouseMove,"Move to (1053, 647)",39.657411
MouseMove,"Move to (1055, 647)",39.665567
KeyPress,w,39.672013
MouseMove,"Move to (1057, 647)",39.673021
KeyPress,w,39.702331
MouseMove,"Move to (1059, 647)",39.709843
MouseMove,"Move to (1059, 647)",39.719803
MouseMove,"Move to (1060, 647)",39.724701
MouseMove,"Move to (1060, 647)",39.73022
KeyPress,w,39.739958
MouseMove,"Move to (1060, 646)",39.739958
MouseMove,"Move to (1060, 645)",39.753329
MouseMove,"Move to (1060, 644)",39.76139
KeyPress,w,39.768717
MouseMove,"Move to (1060, 643)",39.769833
MouseMove,"Move to (1060, 641)",39.775341
MouseMove,"Move to (1060, 641)",39.779969
MouseMove,"Move to (1060, 640)",39.794365
MouseMove,"Move to (1060, 639)",39.801267
KeyPress,w,39.802878
MouseMove,"Move to (1060, 639)",39.80838
MouseMove,"Move to (1060, 638)",39.82453
MouseMove,"Move to (1060, 637)",39.841318
KeyPress,w,39.841764
MouseMove,"Move to (1060, 636)",39.849874
MouseMove,"Move to (1060, 636)",39.856482
MouseMove,"Move to (1060, 635)",39.860055
KeyPress,w,39.872026
MouseMove,"Move to (1061, 633)",39.872026
MouseMove,"Move to (1062, 632)",39.880117
MouseMove,"Move to (1065, 629)",39.887939
MouseMove,"Move to (1071, 624)",39.897448
MouseMove,"Move to (1080, 617)",39.900214
KeyPress,w,39.912144
MouseMove,"Move to (1092, 611)",39.913532
MouseMove,"Move to (1109, 605)",39.921034
MouseMove,"Move to (1127, 599)",39.928943
KeyPress,w,39.934029
MouseMove,"Move to (1151, 592)",39.93668
MouseMove,"Move to (1177, 587)",39.945248
MouseMove,"Move to (1203, 583)",39.953756
MouseMove,"Move to (1232, 580)",39.96026
KeyPress,w,39.967205
MouseMove,"Move to (1254, 577)",39.967205
MouseMove,"Move to (1273, 574)",39.974049
MouseMove,"Move to (1289, 571)",39.980723
MouseMove,"Move to (1300, 570)",39.989867
MouseMove,"Move to (1309, 568)",40.000914
KeyPress,w,40.003696
MouseMove,"Move to (1314, 567)",40.008521
MouseMove,"Move to (1317, 567)",40.017128
KeyPress,w,40.037117
KeyPress,w,40.06573
MouseMove,"Move to (1319, 567)",40.094451
MouseMove,"Move to (1319, 567)",40.105429
KeyPress,w,40.105623
MouseMove,"Move to (1320, 567)",40.110202
MouseMove,"Move to (1321, 567)",40.120753
MouseMove,"Move to (1322, 567)",40.128359
MouseMove,"Move to (1322, 568)",40.137515
KeyPress,w,40.142236
MouseMove,"Move to (1323, 568)",40.145256
MouseMove,"Move to (1324, 569)",40.150187
MouseMove,"Move to (1324, 569)",40.160798
MouseMove,"Move to (1325, 570)",40.168653
KeyPress,w,40.174823
MouseMove,"Move to (1326, 571)",40.182221
MouseMove,"Move to (1327, 571)",40.199838
KeyPress,w,40.202723
MouseMove,"Move to (1327, 571)",40.216887
MouseMove,"Move to (1328, 571)",40.2238
KeyPress,w,40.230613
MouseMove,"Move to (1329, 571)",40.230613
KeyPress,w,40.265059
KeyPress,w,40.30052
KeyPress,w,40.334486
KeyPress,w,40.363291
MouseMove,"Move to (1329, 571)",40.377017
MouseMove,"Move to (1330, 570)",40.385561
MouseMove,"Move to (1330, 567)",40.393128
KeyPress,w,40.400983
MouseMove,"Move to (1331, 565)",40.401936
MouseMove,"Move to (1332, 559)",40.408799
MouseMove,"Move to (1332, 554)",40.417534
MouseMove,"Move to (1333, 547)",40.425559
KeyPress,w,40.431515
MouseMove,"Move to (1335, 539)",40.43392
MouseMove,"Move to (1336, 530)",40.44119
MouseMove,"Move to (1338, 523)",40.447477
MouseMove,"Move to (1339, 516)",40.453487
MouseMove,"Move to (1342, 510)",40.46019
KeyPress,w,40.466964
MouseMove,"Move to (1343, 505)",40.473078
MouseMove,"Move to (1344, 502)",40.480633
MouseMove,"Move to (1345, 499)",40.4874
KeyPress,w,40.495157
KeyPress,w,40.529937
KeyPress,w,40.564741
MouseMove,"Move to (1345, 499)",40.564741
MouseMove,"Move to (1345, 500)",40.577331
KeyPress,Key.space,40.580116
MouseMove,"Move to (1345, 503)",40.584359
MouseMove,"Move to (1345, 506)",40.591492
MouseMove,"Move to (1345, 508)",40.599843
MouseMove,"Move to (1345, 511)",40.606036
MouseMove,"Move to (1344, 513)",40.612762
MouseMove,"Move to (1343, 516)",40.620219
MouseMove,"Move to (1343, 517)",40.633005
MouseMove,"Move to (1343, 519)",40.640143
MouseMove,"Move to (1343, 520)",40.647541
MouseMove,"Move to (1343, 520)",40.654074
MouseMove,"Move to (1343, 521)",40.661295
MouseMove,"Move to (1343, 522)",40.670211
MouseMove,"Move to (1343, 522)",40.681483
MouseMove,"Move to (1343, 524)",40.688991
MouseMove,"Move to (1343, 525)",40.696403
MouseMove,"Move to (1343, 525)",40.703165
MouseMove,"Move to (1343, 526)",40.70996
MouseMove,"Move to (1343, 528)",40.720134
MouseMove,"Move to (1343, 528)",40.723864
MouseMove,"Move to (1343, 529)",40.736953
MouseMove,"Move to (1343, 530)",40.751529
MouseMove,"Move to (1343, 530)",40.760176
MouseMove,"Move to (1344, 531)",40.772078
MouseMove,"Move to (1345, 532)",40.79339
MouseMove,"Move to (1345, 533)",40.814766
MouseMove,"Move to (1345, 533)",40.919866
